transaction_id,transaction_time,customer_id,product_id,quantity,unit_price,product_category,product_type,product,size,day_of_week
247,16:27:23,0,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
247,16:27:23,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
247,16:27:23,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
248,16:41:14,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
248,16:41:14,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
249,17:23:20,0,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg,6
250,18:29:07,5032,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular,6
250,18:29:07,5032,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
251,14:55:21,0,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
251,14:55:21,0,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
252,18:02:05,0,56,2,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg,6
252,18:02:05,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,6
253,12:37:16,0,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
253,12:37:16,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
253,12:37:16,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
254,11:12:07,5796,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,6
254,11:12:07,5796,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
255,15:33:37,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
255,15:33:37,0,64,2,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
255,15:33:37,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
256,11:35:31,5496,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg,6
258,11:40:03,0,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,6
258,11:40:03,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
259,11:02:51,0,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,6
260,18:26:23,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
261,11:50:36,0,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,6
262,15:57:56,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular,6
262,15:57:56,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
263,17:13:38,0,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,6
264,12:17:37,5341,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg,6
265,14:57:06,0,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
265,14:57:06,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
266,15:58:37,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
266,15:58:37,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular,6
267,15:05:08,0,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,6
268,12:45:27,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
269,18:17:17,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
270,16:08:57,0,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
271,14:06:17,0,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
271,14:06:17,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
272,13:34:58,0,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,6
273,17:25:17,0,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,6
274,17:05:58,0,39,1,4.25,Coffee,Barista Espresso,Latte,Rg,6
274,17:05:58,0,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
274,17:05:58,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,6
275,15:59:22,5597,33,2,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,6
276,13:21:15,0,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
277,12:17:40,0,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg,6
278,12:31:00,0,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,6
278,12:31:00,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
278,12:31:00,0,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular,6
279,14:53:40,0,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
280,12:18:23,0,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,6
281,16:15:34,0,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg,6
282,13:03:38,0,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,6
283,18:27:31,5155,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
283,18:27:31,5155,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
284,11:11:59,0,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
284,11:11:59,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
285,16:13:45,0,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
286,15:00:31,0,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,6
286,15:00:31,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,6
287,13:20:27,0,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
288,11:31:49,5475,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,6
288,11:31:49,5475,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,6
289,14:59:03,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
290,11:13:09,0,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,6
291,13:00:31,0,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,6
291,13:00:31,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
292,16:24:04,0,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,6
293,13:19:30,0,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,6
294,14:30:53,0,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,6
295,14:25:22,0,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
296,17:02:41,0,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,6
297,11:52:48,0,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,6
297,11:52:48,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
298,14:50:39,0,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,6
298,14:50:39,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,6
299,16:04:51,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
300,13:07:32,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
301,17:08:58,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
301,17:08:58,0,64,1,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
301,17:08:58,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,6
302,12:30:44,0,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,6
302,12:30:44,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
303,14:37:58,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
304,13:54:52,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
305,17:38:48,5459,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
306,13:55:38,0,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,6
307,12:32:09,0,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,6
308,16:51:47,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
309,17:02:15,0,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,6
310,12:40:36,0,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,6
310,12:40:36,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
311,14:59:06,0,27,2,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,6
312,11:20:06,0,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,6
313,17:38:17,0,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
314,12:57:18,0,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,6
315,15:45:34,0,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg,6
316,16:28:04,5069,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
316,16:28:04,5069,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
317,14:57:29,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
317,14:57:29,0,75,1,3.5,Bakery,Pastry,Croissant,Regular,6
318,17:59:26,0,87,2,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular,6
318,17:59:26,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,6
319,17:55:03,0,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,6
320,11:06:00,0,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,6
320,11:06:00,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,6
321,12:45:32,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular,6
322,11:53:54,5841,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg,6
323,13:59:39,0,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,6
324,13:39:59,0,56,2,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg,6
324,13:39:59,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
325,13:34:27,0,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
325,13:34:27,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
325,13:34:27,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
326,17:58:10,0,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,6
326,17:58:10,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
327,12:50:56,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
327,12:50:56,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
328,12:07:16,0,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,6
329,17:39:52,0,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,6
330,16:43:50,0,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,6
330,16:43:50,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
331,17:36:06,0,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,6
332,15:37:56,0,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,6
333,16:25:58,0,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,6
334,12:06:27,0,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg,6
334,12:06:27,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
335,12:26:22,0,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
336,17:39:21,0,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,6
336,17:39:21,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
337,13:16:16,5351,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,6
337,13:16:16,5351,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
338,14:35:36,5496,53,1,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
338,14:35:36,5496,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
339,16:19:06,0,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,6
340,15:10:17,0,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg,6
341,17:28:46,0,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,6
342,15:10:20,0,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg,6
343,12:37:38,5020,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,6
344,16:15:30,0,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,6
344,16:15:30,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,6
345,15:15:26,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
346,13:50:48,0,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,6
348,18:09:38,0,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,6
348,18:09:38,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
349,14:28:24,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
350,13:54:05,0,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg,6
350,13:54:05,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
351,14:09:15,0,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg,6
1,08:48:52,0,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg,6
2,08:07:43,0,35,2,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg,6
2,08:07:43,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
3,08:49:17,0,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg,6
3,08:49:17,0,75,1,3.5,Bakery,Pastry,Croissant,Regular,6
4,09:20:01,0,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg,6
5,10:35:27,8025,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
6,09:28:26,0,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
6,09:28:26,0,84,1,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
7,09:17:10,0,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
7,09:17:10,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,6
8,09:13:02,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
9,08:47:06,0,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
9,08:47:06,0,84,1,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
9,08:47:06,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
10,10:40:38,0,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
10,10:40:38,0,64,1,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
10,10:40:38,0,75,1,3.5,Bakery,Pastry,Croissant,Regular,6
11,10:40:10,0,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg,6
11,10:40:10,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
12,10:53:47,0,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg,6
13,10:04:39,8269,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
14,09:28:10,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
15,10:36:11,8323,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,6
16,10:58:56,0,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
16,10:58:56,0,65,1,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
17,08:51:23,8412,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,6
17,08:51:23,8412,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,6
18,08:07:06,0,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,6
19,09:00:37,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
20,10:17:26,0,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,6
20,10:17:26,0,64,2,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
21,09:33:15,0,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular,6
21,09:33:15,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
22,08:39:44,8261,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
22,08:39:44,8261,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
23,09:30:46,0,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,6
23,09:30:46,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
24,09:52:14,8326,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
25,09:28:38,0,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,6
26,09:56:06,0,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg,6
26,09:56:06,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular,6
27,09:52:50,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
28,09:20:36,0,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
29,10:46:27,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
30,08:39:05,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
31,08:47:13,0,35,1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg,6
31,08:47:13,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
32,08:17:19,0,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,6
32,08:17:19,0,63,2,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
33,10:19:02,0,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg,6
34,10:43:05,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
35,09:54:10,0,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg,6
36,08:09:41,0,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,6
36,08:09:41,0,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
37,09:18:43,0,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,6
38,08:24:36,0,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,6
39,10:22:59,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
40,08:36:08,0,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg,6
40,08:36:08,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
41,08:19:23,0,38,1,3.75,Coffee,Barista Espresso,Latte,Regular,6
41,08:19:23,0,84,1,0.8,Flavours,Regular syrup,Chocolate syrup,Regular,6
41,08:19:23,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
42,09:49:58,8428,39,1,4.25,Coffee,Barista Espresso,Latte,Rg,6
42,09:49:58,8428,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
43,09:20:54,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular,6
44,08:22:38,0,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm,6
45,10:55:13,8033,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm,6
46,09:43:17,8167,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
46,09:43:17,8167,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular,6
47,08:13:31,0,27,2,3.5,Coffee,Organic brewed coffee,Brazilian,Lg,6
47,08:13:31,0,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular,6
48,10:14:30,0,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg,6
48,10:14:30,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,6
49,09:26:35,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
50,09:34:21,0,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg,6
50,09:34:21,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
51,10:48:23,8109,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
51,10:48:23,8109,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
52,08:07:04,0,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
52,08:07:04,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
53,09:12:57,0,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,6
54,10:57:50,8109,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg,6
55,10:00:01,0,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg,6
55,10:00:01,0,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular,6
56,08:06:36,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
56,08:06:36,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular,6
57,08:21:02,0,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
57,08:21:02,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular,6
58,10:55:03,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
58,10:55:03,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,6
59,08:28:00,8165,35,1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg,6
60,09:27:24,0,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,6
61,10:33:40,0,39,2,4.25,Coffee,Barista Espresso,Latte,Rg,6
61,10:33:40,0,64,2,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
62,09:58:04,0,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm,6
63,08:22:09,0,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg,6
64,08:28:42,0,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
64,08:28:42,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular,6
65,10:12:11,0,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm,6
66,08:08:39,0,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
66,08:08:39,0,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
66,08:08:39,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
67,08:46:45,8134,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
67,08:46:45,8134,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
68,08:23:44,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
69,09:44:29,0,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg,6
70,08:08:50,0,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,6
70,08:08:50,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
71,10:52:51,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
71,10:52:51,0,64,1,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
72,09:56:34,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg,6
72,09:56:34,0,65,1,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular,6
73,08:28:32,0,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg,6
73,08:28:32,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
74,08:20:38,0,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg,6
75,09:44:57,0,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg,6
76,08:16:21,0,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg,6
76,08:16:21,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
77,08:21:28,0,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg,6
78,08:21:20,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
79,09:11:13,0,56,2,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg,6
79,09:11:13,0,75,1,3.5,Bakery,Pastry,Croissant,Regular,6
80,09:38:49,8196,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg,6
80,09:38:49,8196,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular,6
81,08:38:21,0,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
82,09:16:07,0,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg,6
83,10:21:12,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg,6
84,10:50:57,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
85,10:31:17,0,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
85,10:31:17,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular,6
86,09:29:16,8350,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular,6
86,09:29:16,8350,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular,6
87,08:39:36,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg,6
88,09:38:11,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
88,09:38:11,0,75,1,3.5,Bakery,Pastry,Croissant,Regular,6
89,09:02:58,0,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg,6
90,10:54:32,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg,6
90,10:54:32,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular,6
91,08:49:17,0,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm,6
92,10:35:25,0,87,2,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular,6
93,09:44:31,0,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg,6
94,10:52:52,0,38,2,3.75,Coffee,Barista Espresso,Latte,Regular,6
94,10:52:52,0,64,2,0.8,Flavours,Regular syrup,Hazelnut syrup,Regular,6
95,08:34:13,0,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg,6
95,08:34:13,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular,6
